0	0.12	-0.0107115
0.01	0.119893	-0.0214231
0.02	0.119679	-0.032125
0.03	0.119357	-0.0428079
0.04	0.118929	-0.0534621
0.05	0.118395	-0.064078
0.06	0.117754	-0.0746463
0.07	0.117007	-0.0851573
0.08	0.116156	-0.0956017
0.09	0.1152	-0.10597
0.1	0.11414	-0.116253
0.11	0.112978	-0.126442
0.12	0.111713	-0.136526
0.13	0.110348	-0.146498
0.14	0.108883	-0.156348
0.15	0.107319	-0.166067
0.16	0.105659	-0.175647
0.17	0.103902	-0.185078
0.18	0.102052	-0.194353
0.19	0.100108	-0.203462
0.2	0.0980734	-0.212398
0.21	0.0959494	-0.221153
0.22	0.0937379	-0.229717
0.23	0.0914407	-0.238085
0.24	0.0890599	-0.246247
0.25	0.0865974	-0.254197
0.26	0.0840555	-0.261927
0.27	0.0814362	-0.26943
0.28	0.0787419	-0.276699
0.29	0.0759749	-0.283728
0.3	0.0731376	-0.290509
0.31	0.0702325	-0.297038
0.32	0.0672622	-0.303307
0.33	0.0642291	-0.309311
0.34	0.061136	-0.315044
0.35	0.0579855	-0.320501
0.36	0.0547805	-0.325677
0.37	0.0515238	-0.330567
0.38	0.0482181	-0.335166
0.39	0.0448664	-0.33947
0.4	0.0414717	-0.343475
0.41	0.038037	-0.347177
0.42	0.0345652	-0.350572
0.43	0.0310595	-0.353658
0.44	0.0275229	-0.35643
0.45	0.0239586	-0.358887
0.46	0.0203697	-0.361026
0.47	0.0167595	-0.362844
0.48	0.013131	-0.36434
0.49	0.00948763	-0.365512
0.5	0.00583251	-0.366359
0.51	0.00216892	-0.36688
0.52	-0.00149988	-0.367073
0.53	-0.00517061	-0.366939
0.54	-0.00884	-0.366478
0.55	-0.0125048	-0.365689
0.56	-0.0161617	-0.364572
0.57	-0.0198074	-0.36313
0.58	-0.0234387	-0.361362
0.59	-0.0270523	-0.359269
0.6	-0.030645	-0.356855
0.61	-0.0342135	-0.354119
0.62	-0.0377547	-0.351065
0.63	-0.0412654	-0.347695
0.64	-0.0447423	-0.344012
0.65	-0.0481825	-0.340018
0.66	-0.0515826	-0.335717
0.67	-0.0549398	-0.331113
0.68	-0.0582509	-0.326209
0.69	-0.061513	-0.321009
0.7	-0.0647231	-0.315518
0.71	-0.0678783	-0.309741
0.72	-0.0709757	-0.303682
0.73	-0.0740125	-0.297346
0.74	-0.076986	-0.29074
0.75	-0.0798934	-0.283868
0.76	-0.082732	-0.276736
0.77	-0.0854994	-0.269351
0.78	-0.0881929	-0.261719
0.79	-0.0908101	-0.253847
0.8	-0.0933486	-0.245741
0.81	-0.095806	-0.237408
0.82	-0.0981801	-0.228857
0.83	-0.100469	-0.220093
0.84	-0.10267	-0.211125
0.85	-0.104781	-0.20196
0.86	-0.1068	-0.192607
0.87	-0.108726	-0.183074
0.88	-0.110557	-0.173368
0.89	-0.112291	-0.1635
0.9	-0.113926	-0.153476
0.91	-0.115461	-0.143307
0.92	-0.116894	-0.133001
0.93	-0.118224	-0.122567
0.94	-0.119449	-0.112014
0.95	-0.12057	-0.101351
0.96	-0.121583	-0.0905888
0.97	-0.122489	-0.0797359
0.98	-0.123286	-0.0688022
0.99	-0.123974	-0.0577973
1	-0.124552	-0.0467311
1.01	-0.12502	-0.0356132
1.02	-0.125376	-0.0244536
1.03	-0.12562	-0.0132622
1.04	-0.125753	-0.00204897
1.05	-0.125773	0.00917608
1.06	-0.125682	0.020403
1.07	-0.125478	0.0316217
1.08	-0.125161	0.0428221
1.09	-0.124733	0.0539944
1.1	-0.124193	0.0651284
1.11	-0.123542	0.0762143
1.12	-0.12278	0.0872419
1.13	-0.121907	0.0982016
1.14	-0.120925	0.109083
1.15	-0.119835	0.119878
1.16	-0.118636	0.130574
1.17	-0.11733	0.141164
1.18	-0.115918	0.151637
1.19	-0.114402	0.161984
1.2	-0.112782	0.172196
1.21	-0.11106	0.182264
1.22	-0.109238	0.192177
1.23	-0.107316	0.201928
1.24	-0.105297	0.211507
1.25	-0.103181	0.220906
1.26	-0.100972	0.230117
1.27	-0.0986712	0.23913
1.28	-0.0962799	0.247937
1.29	-0.0938005	0.256532
1.3	-0.0912352	0.264904
1.31	-0.0885862	0.273048
1.32	-0.0858557	0.280956
1.33	-0.0830461	0.288619
1.34	-0.0801599	0.296032
1.35	-0.0771996	0.303188
1.36	-0.0741677	0.310079
1.37	-0.071067	0.316699
1.38	-0.0679	0.323043
1.39	-0.0646695	0.329104
1.4	-0.0613785	0.334876
1.41	-0.0580297	0.340355
1.42	-0.0546262	0.345535
1.43	-0.0511708	0.350411
1.44	-0.0476667	0.354979
1.45	-0.0441169	0.359234
1.46	-0.0405246	0.363172
1.47	-0.0368929	0.366789
1.48	-0.033225	0.370082
1.49	-0.0295242	0.373048
1.5	-0.0257937	0.375683
1.51	-0.0220369	0.377986
1.52	-0.018257	0.379953
1.53	-0.0144575	0.381582
1.54	-0.0106416	0.382873
1.55	-0.00681292	0.383823
1.56	-0.00297469	0.384431
1.57	0.000869623	0.384697
1.58	0.00471659	0.384619
1.59	0.00856278	0.384198
1.6	0.0124048	0.383434
1.61	0.0162391	0.382326
1.62	0.0200624	0.380877
1.63	0.0238711	0.379086
1.64	0.027662	0.376955
1.65	0.0314315	0.374486
1.66	0.0351764	0.37168
1.67	0.0388932	0.36854
1.68	0.0425786	0.365069
1.69	0.0462293	0.361268
1.7	0.049842	0.357141
1.71	0.0534134	0.352692
1.72	0.0569403	0.347924
1.73	0.0604195	0.342842
1.74	0.063848	0.337449
1.75	0.0672224	0.331749
1.76	0.0705399	0.325749
1.77	0.0737974	0.319452
1.78	0.076992	0.312865
1.79	0.0801206	0.305992
1.8	0.0831805	0.298841
1.81	0.0861689	0.291416
1.82	0.0890831	0.283724
1.83	0.0919203	0.275772
1.84	0.0946781	0.267567
1.85	0.0973537	0.259116
1.86	0.0999449	0.250426
1.87	0.102449	0.241505
1.88	0.104864	0.23236
1.89	0.107188	0.222999
1.9	0.109418	0.213431
1.91	0.111552	0.203664
1.92	0.113589	0.193707
1.93	0.115526	0.183568
1.94	0.117361	0.173256
1.95	0.119094	0.16278
1.96	0.120722	0.152149
1.97	0.122243	0.141373
1.98	0.123657	0.130461
1.99	0.124962	0.119423
2	0.126156	0.108269
2.01	0.127239	0.0970077
2.02	0.128209	0.08565
2.03	0.129065	0.0742057
2.04	0.129807	0.062685
2.05	0.130434	0.0510981
2.06	0.130945	0.0394552
2.07	0.13134	0.0277667
2.08	0.131617	0.0160429
2.09	0.131778	0.0042944
2.1	0.131821	-0.00746844
2.11	0.131746	-0.0192351
2.12	0.131554	-0.0309951
2.13	0.131244	-0.042738
2.14	0.130816	-0.0544531
2.15	0.130272	-0.0661302
2.16	0.12961	-0.0777586
2.17	0.128833	-0.089328
2.18	0.12794	-0.100828
2.19	0.126931	-0.112248
2.2	0.125809	-0.123578
2.21	0.124573	-0.134808
2.22	0.123225	-0.145928
2.23	0.121766	-0.156928
2.24	0.120196	-0.167797
2.25	0.118518	-0.178526
2.26	0.116733	-0.189105
2.27	0.114842	-0.199525
2.28	0.112847	-0.209776
2.29	0.110749	-0.219849
2.3	0.108551	-0.229735
2.31	0.106253	-0.239424
2.32	0.103859	-0.248909
2.33	0.10137	-0.25818
2.34	0.0987881	-0.267228
2.35	0.0961158	-0.276046
2.36	0.0933554	-0.284626
2.37	0.0905091	-0.292959
2.38	0.0875795	-0.301038
2.39	0.0845691	-0.308856
2.4	0.0814806	-0.316405
2.41	0.0783165	-0.323678
2.42	0.0750798	-0.330669
2.43	0.0717731	-0.33737
2.44	0.0683994	-0.343777
2.45	0.0649616	-0.349883
2.46	0.0614628	-0.355681
2.47	0.057906	-0.361168
2.48	0.0542943	-0.366336
2.49	0.0506309	-0.371183
2.5	0.0469191	-0.375702
2.51	0.0431621	-0.37989
2.52	0.0393632	-0.383743
2.53	0.0355257	-0.387257
2.54	0.0316532	-0.390428
2.55	0.0277489	-0.393253
2.56	0.0238164	-0.39573
2.57	0.0198591	-0.397856
2.58	0.0158805	-0.399629
